product_sku,product_name,product_name_localized,inventory_item_sku,inventory_item_name,inventory_item_name_localized,quantity,unit,ingredient_cost
FG01098,علبة توزيعات تاوة 2 حبة ويفر,,FG01098,علبة توزيعات تاوة 2 حبة ويفر,,1,Unit,0
FG01099,علبة توزيعات تاوة 4 حبة ويفر,,FG01099,علبة توزيعات تاوة 4 حبة ويفر,,1,Unit,0
FG01100,بوكس ساندوتش حلومي,,FG01100,بوكس ساندوتش حلومي,,1,Unit,0
FG01101,بوكس ساندوتش دجاج تكا,,FG01101,بوكس ساندوتش دجاج تكا,,1,Unit,0
FG01102,بوكس ساندوتش لبنة بالعسل,,FG01102,بوكس ساندوتش لبنة بالعسل,,1,Unit,0
FG01103,بوكس ساندوتش تونة,,FG01103,بوكس ساندوتش تونة,,1,Unit,0
FG01104,علبة سلطة مكرونة,,FG01104,علبة سلطة مكرونة,,1,Unit,0
FG01105,علبة سلطة سبانخ بالافوكاتو,,FG01105,علبة سلطة سبانخ بالافوكاتو,,1,Unit,0
FG01106,علبة سلطة جرجير بالحلومي,,FG01106,علبة سلطة جرجير بالحلومي,,1,Unit,0
FG01107,بوكس ساندوتش تركي مدخن,,FG01107,بوكس ساندوتش تركي مدخن,,1,Unit,0
FG01108,التمر تشيز تام,,FG01108,التمر تشيز تام,,1,Unit,0
FG01109,صينية دائرية بورد شوكوفخامة2021,,FG01109,صينية دائرية بورد شوكوفخامة2021,,1,Unit,0
FG01110,صينية ليزر تاج شوكو فخامة2021,,FG01110,صينية ليزر تاج شوكو فخامة2021,,1,Unit,0
FG01111,طبق فواكة مشكلة فريش,,FG01111,طبق فواكة مشكلة فريش,,1,Unit,0
FG01112,بوكس مستطيل حلا عربي 2021,,FG01112,بوكس مستطيل حلا عربي 2021,,1,Unit,0
FG01113,صنية ستيل حديد 24 انش شوكولا ميكس,,FG01113,صنية ستيل حديد 24 انش شوكولا ميكس,,1,Unit,0
FG01115,بوكس معمول تمر2021,,FG01115,بوكس معمول تمر2021,,1,Unit,0
FG01116,سلة مواليد جديدة صغير,,FG01116,سلة مواليد جديدة صغير,,1,Unit,0
FG01117,سلة مواليد جديدة 2,,FG01117,سلة مواليد جديدة 2,,1,Unit,145.3305627
FG01118,سلة مواليد جديدة 3,,FG01118,سلة مواليد جديدة 3,,1,Unit,141.7028827
FG01119,سلة مواليد جديدة 4,,FG01119,سلة مواليد جديدة 4,,1,Unit,0
FG01120,سلة مواليد جديدة5,,FG01120,سلة مواليد جديدة5,,1,Unit,0
FG01121,سلة مواليد جديدة 6,,FG01121,سلة مواليد جديدة 6,,1,Unit,0
FG01122,فازة مواليد جديدة شكل الطاووس 1,,FG01122,فازة مواليد جديدة شكل الطاووس 1,,1,Unit,0
FG01123,فازة مواليد جديدة بيد زجاج رقم 2,,FG01123,فازة مواليد جديدة بيد زجاج رقم 2,,1,Unit,0
FG01124,فازة مواليد جديدة شكل الطاووس 3,,FG01124,فازة مواليد جديدة شكل الطاووس 3,,1,Unit,0
FG01125,بولة عسل,,FG01125,بولة عسل,,1,Unit,0
FG01126,بولة كلاسيك بروفت رول,,FG01126,بولة كلاسيك بروفت رول,,1,Unit,0
FG01127,صينية بيضاوية2021 حلا قهوة,,FG01127,صينية بيضاوية2021 حلا قهوة,,1,Unit,0
FG01128,صينية بيضاوية 2021 دلة و مبخرة,,FG01128,صينية بيضاوية 2021 دلة و مبخرة,,1,Unit,0
FG01129,ميني ساندوتش فيتا بالريحان 50 جم,,FG01129,ميني ساندوتش فيتا بالريحان 50 جم,,1,Unit,0
FG01130,قالب انجليش كيك روشية,,FG01130,قالب انجليش كيك روشية,,1,Unit,0
FG01131,قالب انجليش كيك فستق,,FG01131,قالب انجليش كيك فستق,,1,Unit,0
FG01132,قالب انجليش كيك زعفران,,FG01132,قالب انجليش كيك زعفران,,1,Unit,0
FG01133,شوكولا مربعات ويفر,,FG01133,شوكولا مربعات ويفر,,1,Unit,0
FG01134,شوكولا مربعات جناش كراميل,,FG01134,شوكولا مربعات جناش كراميل,,1,Unit,0
FG01135,بوكس شوكولا مربعات فستق,,FG01135,بوكس شوكولا مربعات فستق,,1,Unit,0
FG01136,بوكس شوكولا مربعات ويفر,,FG01136,بوكس شوكولا مربعات ويفر,,1,Unit,0
FG01137,بوكس شوكولا مربعات تشيز كراميل,,FG01137,بوكس شوكولا مربعات تشيز كراميل,,1,Unit,0
FG01138,بوكس شوكولا مربعات جناش كراميل,,FG01138,بوكس شوكولا مربعات جناش كراميل,,1,Unit,0
FG01139,بوكس 6 مربعات مسخن وكبة,,FG00239,كبة دجاج,,0.25,Unit,0
FG01139,بوكس 6 مربعات مسخن وكبة,,FG01017,بوكس 6 مربعات مع مسخن,,1,Unit,0
FG01140,بوكس 4 مربعات مسخن وكبة,,FG00239,كبة دجاج,,0.25,Unit,0
FG01140,بوكس 4 مربعات مسخن وكبة,,FG01032,بوكس 4 مربعات فطائر &ساندوتش&مسخن,,1,Unit,0
FG01141,ساندوتش سبانخ 50 جم,,FG01141,ساندوتش سبانخ 50 جم,,1,Unit,0
FG01142,بوكس ساندوتش ميكس اجبان,,FG01142,بوكس ساندوتش ميكس اجبان,,1,Unit,0
FG01143,ميني ساندوتش بطاطس 50 جم,,FG01143,ميني ساندوتش بطاطس 50 جم,,1,Unit,0
FG01144,كيكة يوم الام عسل 20*10,,FG01144,كيكة يوم الام عسل 20*10,,1,Unit,0
FG01145,كيكة يوم الام كلاسيك 20*10,,FG01145,كيكة يوم الام كلاسيك 20*10,,1,Unit,0
FG01146,كيكة يوم الام عسل ارت,,FG01146,كيكة يوم الام عسل ارت,,1,Unit,0
FG01147,كيكة يوم الام كلاسيك ارت,,FG01147,كيكة يوم الام كلاسيك ارت,,1,Unit,0
FG01148,علبة شوكولا يوم الام,,FG01148,علبة شوكولا يوم الام,,1,Unit,0
FG01149,صحن زجاج معمول&غريبة,,FG01149,صحن زجاج معمول&غريبة,,1,Unit,0
FG01150,شوكولا ويفر مغلف تاوة,,FG01150,شوكولا ويفر مغلف تاوة,,1,Unit,0
FG01151,شوكولا تشيز مغلف تاوة,,FG01151,شوكولا تشيز مغلف تاوة,,1,Unit,0
FG01152,شوكولا بار بندق مغلف تاوة,,FG01152,شوكولا بار بندق مغلف تاوة,,1,Unit,0
FG01153,شوكولا حفر مربع مغلفة تاوة,,FG01153,شوكولا حفر مربع مغلفة تاوة,,1,Unit,0
FG01154,عينات تطوير حلا عربي,,FG01154,عينات تطوير حلا عربي,,1,Unit,0
FG01155,بوكس 2 مربع مسخن رول مع ورق عنب,,FG01155,بوكس 2 مربع مسخن رول مع ورق عنب,,1,Unit,0
FG01156,بوكس 2 مربع مسخن&ورق عنب عادي,,FG00249,ورق عنب مطهي عادي,,0.35,Unit,0
FG01156,بوكس 2 مربع مسخن&ورق عنب عادي,,FG01155,بوكس 2 مربع مسخن رول مع ورق عنب,,1,Unit,0
FG01157,بوكس 2 مربع مسخن &ورق عنب حار,,FG00250,ورق عنب مطهي حار,,0.35,Unit,0
FG01157,بوكس 2 مربع مسخن &ورق عنب حار,,FG01155,بوكس 2 مربع مسخن رول مع ورق عنب,,1,Unit,0
FG01158,موالح محشية زعتر,,FG01158,موالح محشية زعتر,,1,Unit,0
FG01159,موالح محشية بارميزان,,FG01159,موالح محشية بارميزان,,1,Unit,0
FG01160,موالح محشية بيتزا,,FG01160,موالح محشية بيتزا,,1,Unit,0
FG01161,صحن فولكانو ميكس,,FG01161,صحن فولكانو ميكس,,1,Unit,0
FG01162,قهوة عربي للفروع,,FG01162,قهوة عربي للفروع,,1,Unit,0
FG01163,صحن زجاج معمول ميني,,FG01163,صحن زجاج معمول ميني,,1,Unit,0
FG01164,بولة كاروت كيك,,FG01164,بولة كاروت كيك,,1,Unit,0
FG01165,بولة كنافة فواكه,,FG01165,بولة كنافة فواكه,,1,Unit,0
FG01166,بقلاوة مع برولية الفستق,,FG01166,بقلاوة مع برولية الفستق,,1,Unit,0
FG01167,هلال بيرز فلفت,,FG01167,هلال بيرز فلفت,,1,Unit,0
FG01168,Vanilla crescent with fruits,هلال فانيلا بالفواكة,FG01168,Vanilla crescent with fruits,هلال فانيلا بالفواكة,1,Unit,32.76751476
FG01169,شوكولا حفر جوي روج,,FG01169,شوكولا حفر جوي روج,,1,Unit,0
FG01170,بوكس فطائر و ساندوتش 4 مربعات بيع,,FG01020,بوكس 4 مربعات فطائر &ساندوتش,,1,Unit,0
FG01171,محشي كوسة,,FG01171,محشي كوسة,,1,Unit,0
FG01172,محشي باذنجان,,FG01172,محشي باذنجان,,1,Unit,0
FG01173,سمبوسة دجاج 2021,,FG01173,سمبوسة دجاج 2021,,1,Unit,0
FG01174,موالح محشية زيتون,,FG01174,موالح محشية زيتون,,1,Unit,0
FG01175,بوكس مقالي مشكلة (كبة&سمبوسة),,FG00239,كبة دجاج,,0.22,Unit,0
FG01175,بوكس مقالي مشكلة (كبة&سمبوسة),,FG01173,سمبوسة دجاج 2021,,0.26,Unit,0
FG01176,موالح بريزل مالح بالشوكولا,,FG01176,موالح بريزل مالح بالشوكولا,,1,Unit,0
FG01177,صينية ليزر حلا قهوة&حفر العيد2021,,FG01177,صينية ليزر حلا قهوة&حفر العيد2021,,1,Unit,0
FG01178,صينية موالح محشية 6 كاسة,,FG01178,صينية موالح محشية 6 كاسة,,1,Unit,0
FG01179,شوكولا مغلف مجمع,,FG01179,شوكولا مغلف مجمع,,1,Unit,0
FG01180,صينية حديد كل عام و انتم بخير وسط,,FG01180,صينية حديد كل عام و انتم بخير وسط,,1,Unit,0
FG01181,بوكس مقالي مشكلة(كبة+سمبوسة جبنة),,FG00239,كبة دجاج,,0.22,Unit,0
FG01181,بوكس مقالي مشكلة(كبة+سمبوسة جبنة),,FG00243,سمبوسة جبن,,0.26,Unit,0
FG01182,بوكس مقالي مشكلة(كبة+سمبوسة لحم),,FG00239,كبة دجاج,,0.22,Unit,0
FG01182,بوكس مقالي مشكلة(كبة+سمبوسة لحم),,FG00242,سمبوسة لحم بانية,,0.26,Unit,0
FG01183,صينية حديد ليزر كبيرة,,FG01183,صينية حديد ليزر كبيرة,,1,Unit,0
FG01184,بوكس 4 مربعات تعبئة كاملة,,FG01184,بوكس 4 مربعات تعبئة كاملة,,1,Unit,0
FG01185,بوكس 6 مربعات تعبئة كاملة,,FG01185,بوكس 6 مربعات تعبئة كاملة,,1,Unit,0
FG01186,كيكة عيد الفطر,,FG01186,كيكة عيد الفطر,,1,Unit,0
FG01187,ديزاين شوكو شفايف,,FG01187,ديزاين شوكو شفايف,,1,Unit,0
FG01188,ديزاين شوكو شنب,,FG01188,ديزاين شوكو شنب,,1,Unit,0
FG01189,بوكس 6 مربعات مع كبة,,FG00239,كبة دجاج,,0.25,Unit,0
FG01189,بوكس 6 مربعات مع كبة,,FG01017,بوكس 6 مربعات مع مسخن,,1,Unit,0
FG01190,بوكس 2 مربع مسحن&كبة,,FG00239,كبة دجاج,,0.25,Unit,0
FG01190,بوكس 2 مربع مسحن&كبة,,FG01155,بوكس 2 مربع مسخن رول مع ورق عنب,,1,Unit,0
FG01191,بوكس 4 مربعات فطائر&ساندوتش بدون مسحن,,FG01191,بوكس 4 مربعات فطائر&ساندوتش بدون مسحن,,1,Unit,0
FG01192,بوكس فطائر&ساندوتش&كبة&ورق عنب عادي,,FG00239,كبة دجاج,,0.25,Unit,0
FG01192,بوكس فطائر&ساندوتش&كبة&ورق عنب عادي,,FG00249,ورق عنب مطهي عادي,,0.35,Unit,0
FG01192,بوكس فطائر&ساندوتش&كبة&ورق عنب عادي,,FG01191,بوكس 4 مربعات فطائر&ساندوتش بدون مسحن,,1,Unit,0
FG01193,بوكس فطائر&ساندوتش&كبة&ورق عنب حار,,FG00239,كبة دجاج,,0.25,Unit,0
FG01193,بوكس فطائر&ساندوتش&كبة&ورق عنب حار,,FG00250,ورق عنب مطهي حار,,0.35,Unit,0
FG01193,بوكس فطائر&ساندوتش&كبة&ورق عنب حار,,FG01191,بوكس 4 مربعات فطائر&ساندوتش بدون مسحن,,1,Unit,0
FG01194,بوكس 6 مربعات &كبة دجاج,,FG00239,كبة دجاج,,0.25,Unit,0
FG01194,بوكس 6 مربعات &كبة دجاج,,FG01017,بوكس 6 مربعات مع مسخن,,1,Unit,0
FG01195,بوكس 6 مربعات &سمبوسة لحم بانية,,FG00242,سمبوسة لحم بانية,,0.35,Unit,0
FG01195,بوكس 6 مربعات &سمبوسة لحم بانية,,FG01017,بوكس 6 مربعات مع مسخن,,1,Unit,0
FG01196,بوكس 6 مربعات&سمبوسة جبنة,,FG00243,سمبوسة جبن,,0.35,Unit,0
FG01196,بوكس 6 مربعات&سمبوسة جبنة,,FG01017,بوكس 6 مربعات مع مسخن,,1,Unit,0
FG01197,بوكس 4 مربعات&كبة دجاج,,FG00239,كبة دجاج,,0.25,Unit,0
FG01197,بوكس 4 مربعات&كبة دجاج,,FG01032,بوكس 4 مربعات فطائر &ساندوتش&مسخن,,1,Unit,0
FG01198,بوكس 4 مربعات&سمبوسة لحم,,FG00242,سمبوسة لحم بانية,,0.35,Unit,0
FG01198,بوكس 4 مربعات&سمبوسة لحم,,FG01032,بوكس 4 مربعات فطائر &ساندوتش&مسخن,,1,Unit,0
FG01199,بوكس 4 مربعات&سمبوسة جبنة,,FG00243,سمبوسة جبن,,0.35,Unit,0
FG01199,بوكس 4 مربعات&سمبوسة جبنة,,FG01032,بوكس 4 مربعات فطائر &ساندوتش&مسخن,,1,Unit,0
FG01200,صحن فروتي فخامة2021,,FG01200,صحن فروتي فخامة2021,,1,Unit,0
FG01201,صحن موالح محشية 2021,,FG01201,صحن موالح محشية 2021,,1,Unit,0
FG01202,كيكة بلوفلفت 20*10,,FG01202,كيكة بلوفلفت 20*10,,1,Unit,0
FG01203,محشي ورق عنب عادي بالحبة,,FG01203,محشي ورق عنب عادي بالحبة,,1,Unit,0
FG01204,محشي ورق عنب حار بالحبة,,FG01204,محشي ورق عنب حار بالحبة,,1,Unit,0
FG01205,محشي ملفوف بالحبة,,FG01205,محشي ملفوف بالحبة,,1,Unit,0
FG01206,محشي بصل بالحبة,,FG01206,محشي بصل بالحبة,,1,Unit,0
FG01207,كبة حشوة دجاج بالحبة,,FG01207,كبة حشوة دجاج بالحبة,,1,Unit,0
FG01208,كبة حشوة لحم بالحبة,,FG01208,كبة حشوة لحم بالحبة,,1,Unit,0
FG01209,كبة حشوة جبنة بالحبة,,FG01209,كبة حشوة جبنة بالحبة,,1,Unit,0
FG01210,مسخن رول بالحبة,,FG01210,مسخن رول بالحبة,,1,Unit,0
FG01211,محشي ورق عنب باليمون,,FG01211,محشي ورق عنب باليمون,,1,Unit,0
FG01212,بوكس محاشي 4 صحون,,FG01011,علبة صوص كوكتيل,,1,Unit,0
FG01212,بوكس محاشي 4 صحون,,FG01012,علبة ماستر صوص,,1,Unit,0
FG01213,فطائر فرنسية صامولي دجاج بالبطاطس,,FG01213,فطائر فرنسية صامولي دجاج بالبطاطس,,1,Unit,0
FG01214,فطائر فرنسية صامولي دجاج فاهيتا,,FG01214,فطائر فرنسية صامولي دجاج فاهيتا,,1,Unit,0
FG01215,فطائر فرنسية توست باذنجان بالطحينة,,FG01215,فطائر فرنسية توست باذنجان بالطحينة,,1,Unit,0
FG01216,فطائر فرنسية توست كيري,,FG01216,فطائر فرنسية توست كيري,,1,Unit,0
FG01217,فطائر فرنسية توست تركي بالمايونيز,,FG01217,فطائر فرنسية توست تركي بالمايونيز,,1,Unit,0
FG01218,فطائر فرنسية صامولي شاورما,,FG01218,فطائر فرنسية صامولي شاورما,,1,Unit,0
FG01219,فطائر فرنسية توست جبنة شيدر,,FG01219,فطائر فرنسية توست جبنة شيدر,,1,Unit,0
FG01220,فطائر فرنسية دائري برجر دجاج,,FG01220,فطائر فرنسية دائري برجر دجاج,,1,Unit,0
FG01221,كرواسون لبنة بالرمان,,FG01221,كرواسون لبنة بالرمان,,1,Unit,0
FG01222,شوكولا ناجتس 2021,,FG01222,شوكولا ناجتس 2021,,1,Unit,0
FG01223,National Day distributions of chocolate and maamoul,توزيعة اليوم الوطني شوكولا و معمول,FG01223,National Day distributions of chocolate and maamoul,توزيعة اليوم الوطني شوكولا و معمول,1,Unit,0
FG01224,ديزاين خروف العيد,,FG01224,ديزاين خروف العيد,,1,Unit,0
FG01225,صينية معمول مغلف 2021,,FG01225,صينية معمول مغلف 2021,,1,Unit,0
FG01226,صينية جلد شوكولا مغلفة كبيرة,,FG01226,صينية جلد شوكولا مغلفة كبيرة,,1,Unit,0
FG01227,صينية جلد شوكولا مغلفة وسط,,FG01227,صينية جلد شوكولا مغلفة وسط,,1,Unit,0
FG01228,كيكة فادج ( Fudge Cake ),,FG01228,كيكة فادج ( Fudge Cake ),,1,Unit,0
FG01229,كيكة مانجو م 25,,FG01229,كيكة مانجو م 25,,1,Unit,0
FG01230,قالب كيك خاص بالافتتاح,,FG01230,قالب كيك خاص بالافتتاح,,1,Unit,0
FG01231,كيكة بلوفلفت م 25,,FG01231,كيكة بلوفلفت م 25,,1,Unit,0
FG01232,طلبية فطائر خاصة,,FG01232,طلبية فطائر خاصة,,1,Unit,0
FG01233,كيكة اليوم الوطني شكل خريطة (KSA),,FG01233,كيكة اليوم الوطني شكل خريطة (KSA),,1,Unit,0
FG01234,صينية كبيرة معمول مغلف&ويفرمغلف 2021,,FG01234,صينية كبيرة معمول مغلف&ويفرمغلف 2021,,1,Unit,0
FG01235,سلة مواليد صغيرة علي شكل منطاد,,FG01235,سلة مواليد صغيرة علي شكل منطاد,,1,Unit,0
FG01236,شوكولا مربعات زعتر,,FG01236,شوكولا مربعات زعتر,,1,Unit,0
FG01237,شوكولا جاهزة مغطسة,,FG01237,شوكولا جاهزة مغطسة,,1,Unit,0
FG01238,لوجو بشعار تاوة مصنع,,FG01238,لوجو بشعار تاوة مصنع,,1,Unit,0
FG01239,شوكو شيبس زبيب,,FG01239,شوكو شيبس زبيب,,1,Unit,0
FG01240,شوكو شيبس عين جمل,,FG01240,شوكو شيبس عين جمل,,1,Unit,0
FG01241,شوكو شيبس فستق روز,,FG01241,شوكو شيبس فستق روز,,1,Unit,0
FG01242,تارت تفاح كيك,,FG01242,تارت تفاح كيك,,1,Unit,0
FG01243,Raspberry cheesecake,تشيز كيك التوت,FG01243,Raspberry cheesecake,تشيز كيك التوت,1,Unit,0
FG01244,تشيز مارس ( روشية ) كيك,,FG01244,تشيز مارس ( روشية ) كيك,,1,Unit,0
FG01245,Cheese Berries,كيك تشيز بيريز *,FG01245,Cheese Berries,كيك تشيز بيريز *,1,Unit,0
FG01246,National Day Chocolate Box,بوكس شوكولا اليوم الوطني,FG01246,National Day Chocolate Box,بوكس شوكولا اليوم الوطني,1,Unit,0
FG01247,صحن ورق عنب عادي,,FG01203,محشي ورق عنب عادي بالحبة,,14,Unit,0
FG01248,صحن ورق عنب حار,,FG01204,محشي ورق عنب حار بالحبة,,14,Unit,0
FG01249,صحن ملفوف,,FG01205,محشي ملفوف بالحبة,,10,Unit,0
FG01250,صحن بصل,,FG01206,محشي بصل بالحبة,,9,Unit,0
FG01251,صحن كبه دجاج,,FG01207,كبة حشوة دجاج بالحبة,,12,Unit,0
FG01252,صحن كبه لحم,,FG01208,كبة حشوة لحم بالحبة,,12,Unit,0
FG01253,صحن كبه جبن,,FG01209,كبة حشوة جبنة بالحبة,,12,Unit,0
FG01254,صحن مسخن,,FG01210,مسخن رول بالحبة,,14,Unit,0
FG01255,بوكس مستطيل فطائر&ساندوتش,,FG01255,بوكس مستطيل فطائر&ساندوتش,,1,Unit,0
FG01256,فطائر عادية لبنه بالعسل,,FG01256,فطائر عادية لبنه بالعسل,,1,Unit,0
FG01257,فطائر عادية حلومي بالزيتون,,FG01257,فطائر عادية حلومي بالزيتون,,1,Unit,0
FG01258,كيكة الفستق رمان مستطيلة,,FG01258,كيكة الفستق رمان مستطيلة,,1,Unit,0
FG01259,Lemon Cake,كيك الليمون *,FG01259,Lemon Cake,كيك الليمون *,1,Unit,0
FG01260,كيكة روشية مع فستق,,FG01260,كيكة روشية مع فستق,,1,Unit,0
FG01261,صحن كبة ميكس,,FG01207,كبة حشوة دجاج بالحبة,,4,Unit,0
FG01261,صحن كبة ميكس,,FG01208,كبة حشوة لحم بالحبة,,4,Unit,0
FG01261,صحن كبة ميكس,,FG01209,كبة حشوة جبنة بالحبة,,4,Unit,0
FG01262,صحن كبة لحم ودجاج,,FG01207,كبة حشوة دجاج بالحبة,,6,Unit,0
FG01262,صحن كبة لحم ودجاج,,FG01208,كبة حشوة لحم بالحبة,,6,Unit,0
FG01263,صحن كبة لحم وجبن,,FG01208,كبة حشوة لحم بالحبة,,6,Unit,0
FG01263,صحن كبة لحم وجبن,,FG01209,كبة حشوة جبنة بالحبة,,6,Unit,0
FG01264,صحن كبة دجاج وجبن,,FG01207,كبة حشوة دجاج بالحبة,,6,Unit,0
FG01264,صحن كبة دجاج وجبن,,FG01209,كبة حشوة جبنة بالحبة,,6,Unit,0
FG01265,بوكس محاشي 1 مربع,,PM00549,علبة محاشي 1 خانة,,1,Piece,0
FG01265,بوكس محاشي 1 مربع,,FG01011,علبة صوص كوكتيل,,1,Unit,0
FG01265,بوكس محاشي 1 مربع,,FG01012,علبة ماستر صوص,,1,Unit,0
FG01266,بوكس محاشي 2 مربع,,PM00548,علبة محاشي 2 خانة,,1,Piece,0
FG01266,بوكس محاشي 2 مربع,,FG01011,علبة صوص كوكتيل,,1,Unit,0
FG01266,بوكس محاشي 2 مربع,,FG01012,علبة ماستر صوص,,1,Unit,0
FG01267,بوكس محاشي 3 مربع,,PM00547,علبة محاشي 3 خانة,,1,Piece,0
FG01267,بوكس محاشي 3 مربع,,FG01011,علبة صوص كوكتيل,,1,Unit,0
FG01267,بوكس محاشي 3 مربع,,FG01012,علبة ماستر صوص,,1,Unit,0
FG01268,بوكس محاشي 4 مربع,,PM00546,علبة محاشي 4 خانة,,1,Piece,0
FG01268,بوكس محاشي 4 مربع,,FG01011,علبة صوص كوكتيل,,1,Unit,0
FG01268,بوكس محاشي 4 مربع,,FG01012,علبة ماستر صوص,,1,Unit,0
FG01269,بوكس شوكولا يوم المعلم,,FG01269,بوكس شوكولا يوم المعلم,,1,Unit,0
FG01270,بولة تمر مع البرولية,,FG01270,بولة تمر مع البرولية,,1,Unit,0
FG01271,شوكولا كرست كراميل,,FG01271,شوكولا كرست كراميل,,1,Unit,0
FG01272,شوكولا نموذج حفر للعرض,,FG01272,شوكولا نموذج حفر للعرض,,1,Unit,0
FG01273,Chocolate Crust Caramel Box,علبة شوكولا كراست كراميل *,FG01273,Chocolate Crust Caramel Box,علبة شوكولا كراست كراميل *,1,Unit,0
FG01274,شوكو كرست فستق,,FG01274,شوكو كرست فستق,,1,Unit,0
FG01275,بوكس شوكولا كرست فستق,,FG01275,بوكس شوكولا كرست فستق,,1,Unit,0
FG01276,ميني ساندوتش مرتديلا شيدر,,FG01276,ميني ساندوتش مرتديلا شيدر,,1,Unit,0
FG01277,كاسة موالح بيوقلظ,,FG01277,كاسة موالح بيوقلظ,,1,Unit,0
FG01278,كاسة موالح بريدزيل,,FG01278,كاسة موالح بريدزيل,,1,Unit,0
FG01279,شوكولا ويفر مكشوف,,FG01279,شوكولا ويفر مكشوف,,1,Unit,0
FG01280,بوكس شوكو ويفر,,FG01280,بوكس شوكو ويفر,,1,Unit,0
FG01281,بوكس ورق عنب 2 خانة تعبئة بالمصنع,,FG01281,بوكس ورق عنب 2 خانة تعبئة بالمصنع,,1,Unit,0
FG01282,Mix Chocolate Box 1 KG,شوكولا مغلف بالكيلو *,FG01282,Mix Chocolate Box 1 KG,شوكولا مغلف بالكيلو *,1,Unit,0
FG01283,ضيافة خاصة 1 فطائر وساندوتش وحلا مشكل,,FG01283,ضيافة خاصة 1 فطائر وساندوتش وحلا مشكل,,1,Unit,0
FG01284,ضيافة خاصة 2 فطائر وساندوتش وحلا مشكل,,FG01284,ضيافة خاصة 2 فطائر وساندوتش وحلا مشكل,,1,Unit,0
FG01285,ضيافة خاصة VIP فطائر وساندوش وحلا مشكل,,FG01285,ضيافة خاصة VIP فطائر وساندوش وحلا مشكل,,1,Unit,0
FG01286,بوكس كارتون شوكولا ميكس,,FG01286,بوكس كارتون شوكولا ميكس,,1,Unit,0
FG01287,كوكيز,,FG01287,كوكيز,,1,Unit,0
FG01288,صحن مسخن 2,,FG01210,مسخن رول بالحبة,,12,Unit,0
FG01289,بوفية غداء وضيافة,,FG01289,بوفية غداء وضيافة,,1,Unit,0
FG01290,شوكولا رمان فيلوتين نوتيلا 2022,,FG01290,شوكولا رمان فيلوتين نوتيلا 2022,,1,Unit,0
FG01291,شوكولا ويفر نوتيلا برالين 2022,,FG01291,شوكولا ويفر نوتيلا برالين 2022,,1,Unit,0
FG01292,شوكولا بلوبيري تشيز 2022,,FG01292,شوكولا بلوبيري تشيز 2022,,1,Unit,0
FG01293,شوكولا  برتقال كراميل 2022,,FG01293,شوكولا  برتقال كراميل 2022,,1,Unit,0
FG01294,شوكولا لوز 2022,,FG01294,شوكولا لوز 2022,,1,Unit,0
FG01295,شوكولا ويفر كريم 2022,,FG01295,شوكولا ويفر كريم 2022,,1,Unit,0
FG01296,شوكولا بندق كرانش 2022,,FG01296,شوكولا بندق كرانش 2022,,1,Unit,0
FG01297,شوكولا فستق فلورانتين 2022,,FG01297,شوكولا فستق فلورانتين 2022,,1,Unit,0
FG01298,اكواب رازبيرى تشيز 2022,,FG01298,اكواب رازبيرى تشيز 2022,,1,Unit,0
FG01299,اكواب كراميل بيكان 2022,,FG01299,اكواب كراميل بيكان 2022,,1,Unit,0
FG01300,شوكولا فيوتيكان 2022,,FG01300,شوكولا فيوتيكان 2022,,1,Unit,0
FG01301,شوكولا ويفر مستطيل 2022,,FG01301,شوكولا ويفر مستطيل 2022,,1,Unit,0
FG01302,شوكولا ديلوكس برالين 2022,,FG01302,شوكولا ديلوكس برالين 2022,,1,Unit,0
FG01303,Voitkan chocolate box,علبة شوكولا فويتكان *,FG01303,Voitkan chocolate box,علبة شوكولا فويتكان *,1,Unit,0
FG01304,شوكولا يوم الام ميلك,,FG01304,شوكولا يوم الام ميلك,,1,Unit,0
FG01305,شوكولا يوم الام وايت,,FG01305,شوكولا يوم الام وايت,,1,Unit,0
FG01306,كيكة يوم الام,mather day cake,FG01306,كيكة يوم الام,mather day cake,1,Unit,0
FG01307,كيكة بيريزفلفت يوم الام,,FG01307,كيكة بيريزفلفت يوم الام,,1,Unit,0
FG01308,بوكس شوكولا التاسيس,,FG01308,بوكس شوكولا التاسيس,,1,Unit,0
FG01309,شوكولا ستيك فلورانتين زعتر,,FG01309,شوكولا ستيك فلورانتين زعتر,,1,Unit,0
FG01310,شوكولا ستيك فلورانتين كاجو,,FG01310,شوكولا ستيك فلورانتين كاجو,,1,Unit,0
FG01311,شوكولا ستيك فلورانتين لوز,,FG01311,شوكولا ستيك فلورانتين لوز,,1,Unit,0
FG01312,شوكولا ستيك فلورانتين زعتر&سماق,,FG01312,شوكولا ستيك فلورانتين زعتر&سماق,,1,Unit,0
FG01313,"Vase 30 cm, shape 2022 number 1",فازة 30 سم شكل 2022 رقم 1,FG01313,"Vase 30 cm, shape 2022 number 1",فازة 30 سم شكل 2022 رقم 1,1,Unit,0
FG01314,"Vase 30 cm, shape 2022 number 2",فازة 30 سم شكل2022 رقم2,FG01314,"Vase 30 cm, shape 2022 number 2",فازة 30 سم شكل2022 رقم2,1,Unit,0
FG01315,"Vase 40 cm, shape 2022 number 1",فازة 40 سم شكل 2022 رقم 1,FG01315,"Vase 40 cm, shape 2022 number 1",فازة 40 سم شكل 2022 رقم 1,1,Unit,0
